latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-18.2665,125.76802,376.91,1.16,1.07,2023-10-07,117,Terra,MODIS,100,6.1NRT,302.25,155.94,D
-18.26084,137.13033,336.18,3.28,1.71,2023-10-07,117,Terra,MODIS,75,6.1NRT,308.53,133.46,D
-18.25781,137.09978,331.87,3.26,1.71,2023-10-07,117,Terra,MODIS,66,6.1NRT,302.54,99.73,D
-18.2578,137.86032,320.91,3.73,1.81,2023-10-07,117,Terra,MODIS,46,6.1NRT,306.78,37.12,D
-18.25051,137.62047,325.52,3.57,1.77,2023-10-07,117,Terra,MODIS,74,6.1NRT,307.84,75,D
-18.24973,137.8558,323.14,3.73,1.81,2023-10-07,117,Terra,MODIS,65,6.1NRT,307.66,53.22,D
-18.24721,137.5872,319.02,3.55,1.77,2023-10-07,117,Terra,MODIS,40,6.1NRT,305.91,34.48,D
-18.24417,137.6156,326.94,3.57,1.77,2023-10-07,117,Terra,MODIS,76,6.1NRT,308.21,85.28,D
-18.24256,137.1015,373.35,3.26,1.71,2023-10-07,117,Terra,MODIS,100,6.1NRT,311.09,640.9,D
-18.23959,137.07117,380.71,3.25,1.7,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.44,800.68,D
-18.22682,137.07809,351.01,3.25,1.7,2023-10-07,117,Terra,MODIS,95,6.1NRT,306.96,293.72,D
-18.22435,137.07269,338.29,3.25,1.7,2023-10-07,117,Terra,MODIS,87,6.1NRT,305.31,164.8,D
-18.22366,137.04782,334.27,3.23,1.7,2023-10-07,117,Terra,MODIS,84,6.1NRT,303.9,123.79,D
-18.19004,137.83203,327.07,3.71,1.8,2023-10-07,117,Terra,MODIS,76,6.1NRT,309.73,92.54,D
-18.18689,137.79785,319.66,3.68,1.8,2023-10-07,117,Terra,MODIS,29,6.1NRT,306.95,42.14,D
-18.11573,136.73405,327.86,3.05,1.66,2023-10-07,117,Terra,MODIS,44,6.1NRT,306.67,71.21,D
-18.11354,137.00549,322.16,3.19,1.69,2023-10-07,117,Terra,MODIS,37,6.1NRT,307.75,42.36,D
-18.09582,125.73216,355.56,1.17,1.08,2023-10-07,117,Terra,MODIS,97,6.1NRT,304.59,80.86,D
-18.09531,136.67926,341.18,3.02,1.65,2023-10-07,117,Terra,MODIS,79,6.1NRT,305.4,170.72,D
-18.09507,136.6861,344.35,3.02,1.65,2023-10-07,117,Terra,MODIS,84,6.1NRT,307.11,192.97,D
-18.09411,125.7213,364.93,1.17,1.08,2023-10-07,117,Terra,MODIS,100,6.1NRT,305.59,112.14,D
-18.08627,125.73383,322.12,1.17,1.08,2023-10-07,117,Terra,MODIS,65,6.1NRT,302.26,12.06,D
-18.06037,136.62665,342.55,2.99,1.64,2023-10-07,117,Terra,MODIS,66,6.1NRT,309.63,174.63,D
-18.05684,136.60579,356.17,2.97,1.64,2023-10-07,117,Terra,MODIS,90,6.1NRT,305.66,318.76,D
-18.04157,138.07927,321.15,3.85,1.83,2023-10-07,117,Terra,MODIS,46,6.1NRT,306.63,48.16,D
-18.03932,136.5798,339.73,2.96,1.64,2023-10-07,117,Terra,MODIS,75,6.1NRT,303.88,168.32,D
-18.03394,137.1104,319.5,3.25,1.7,2023-10-07,117,Terra,MODIS,25,6.1NRT,306.74,36.82,D
-18.0321,138.07376,321.64,3.85,1.83,2023-10-07,117,Terra,MODIS,56,6.1NRT,306.1,53.89,D
-18.0247,136.58139,353.65,2.96,1.64,2023-10-07,117,Terra,MODIS,97,6.1NRT,308.68,292.68,D
-18.0219,136.55415,340.26,2.94,1.63,2023-10-07,117,Terra,MODIS,76,6.1NRT,299.92,170.4,D
-18.01871,137.112,319.58,3.25,1.7,2023-10-07,117,Terra,MODIS,52,6.1NRT,305.88,40.46,D
-18.0163,137.10699,319.41,3.25,1.7,2023-10-07,117,Terra,MODIS,47,6.1NRT,305.9,40.1,D
-18.01216,136.75212,340.33,3.05,1.66,2023-10-07,117,Terra,MODIS,89,6.1NRT,308.63,158.49,D
-18.01208,136.75749,338.48,3.05,1.66,2023-10-07,117,Terra,MODIS,87,6.1NRT,309.28,138.14,D
-18.00133,125.84289,363.53,1.16,1.07,2023-10-07,117,Terra,MODIS,100,6.1NRT,308,99.47,D
-17.99963,125.83213,358.66,1.16,1.07,2023-10-07,117,Terra,MODIS,99,6.1NRT,307.06,84,D
-17.99386,123.74014,318.95,1.54,1.22,2023-10-07,117,Terra,MODIS,57,6.1NRT,302.3,13.59,D
-17.99285,125.39756,333.94,1.22,1.1,2023-10-07,117,Terra,MODIS,83,6.1NRT,306.33,29.84,D
-17.99102,125.38625,341.63,1.22,1.1,2023-10-07,117,Terra,MODIS,89,6.1NRT,306.98,45.64,D
-17.98543,123.7563,325.41,1.54,1.22,2023-10-07,117,Terra,MODIS,73,6.1NRT,302.53,24.42,D
-17.98299,123.74209,364.65,1.54,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.06,169.03,D
-17.98161,123.74911,334.35,1.54,1.22,2023-10-07,117,Terra,MODIS,84,6.1NRT,304.67,46.6,D
-17.98058,125.83533,347.32,1.16,1.07,2023-10-07,117,Terra,MODIS,93,6.1NRT,308.25,50.41,D
-17.98053,123.72778,385.35,1.55,1.23,2023-10-07,117,Terra,MODIS,100,6.1NRT,306.51,316.66,D
-17.97925,123.73482,392.33,1.55,1.23,2023-10-07,117,Terra,MODIS,100,6.1NRT,309.16,381.44,D
-17.97887,125.82456,338.18,1.16,1.07,2023-10-07,117,Terra,MODIS,86,6.1NRT,307.05,32.11,D
-17.97874,123.86638,345.12,1.51,1.21,2023-10-07,117,Terra,MODIS,92,6.1NRT,303.71,70.46,D
-17.97688,123.72047,348.09,1.55,1.23,2023-10-07,117,Terra,MODIS,93,6.1NRT,300.92,95.3,D
-17.97639,123.85228,325.21,1.52,1.22,2023-10-07,117,Terra,MODIS,30,6.1NRT,302.76,18.52,D
-17.97277,125.84767,332.7,1.16,1.07,2023-10-07,117,Terra,MODIS,57,6.1NRT,308.49,19.54,D
-17.97211,123.744,333.51,1.54,1.22,2023-10-07,117,Terra,MODIS,83,6.1NRT,304.31,45.05,D
-17.97074,123.75105,330.19,1.54,1.22,2023-10-07,117,Terra,MODIS,79,6.1NRT,302.98,37.48,D
-17.96836,123.73674,335.46,1.55,1.23,2023-10-07,117,Terra,MODIS,85,6.1NRT,303.1,52.62,D
-17.96796,123.86832,354.62,1.51,1.21,2023-10-07,117,Terra,MODIS,97,6.1NRT,306.02,107.11,D
-17.96668,125.87072,334.85,1.15,1.07,2023-10-07,117,Terra,MODIS,68,6.1NRT,308.1,23.56,D
-17.9656,123.85424,353.65,1.52,1.22,2023-10-07,117,Terra,MODIS,96,6.1NRT,304.2,105.99,D
-17.96497,125.86,352.74,1.15,1.07,2023-10-07,117,Terra,MODIS,96,6.1NRT,309.08,64.13,D
-17.94511,123.93018,347.05,1.5,1.21,2023-10-07,117,Terra,MODIS,93,6.1NRT,305.39,73.26,D
-17.94274,123.9162,338.52,1.5,1.21,2023-10-07,117,Terra,MODIS,87,6.1NRT,303.71,44.85,D
-17.94037,123.90222,337.69,1.51,1.21,2023-10-07,117,Terra,MODIS,86,6.1NRT,302.97,45.73,D
-17.91956,136.88287,321.23,3.11,1.67,2023-10-07,117,Terra,MODIS,30,6.1NRT,307.43,37,D
-17.91922,123.37363,324.21,1.64,1.26,2023-10-07,117,Terra,MODIS,52,6.1NRT,303.2,22.14,D
-17.91886,123.90613,370.51,1.51,1.21,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.84,187.97,D
-17.91787,123.36502,327.96,1.65,1.26,2023-10-07,117,Terra,MODIS,77,6.1NRT,303.56,31.64,D
-17.91657,123.35841,327.21,1.65,1.26,2023-10-07,117,Terra,MODIS,76,6.1NRT,303.77,28.23,D
-17.91647,123.89216,365.01,1.51,1.21,2023-10-07,117,Terra,MODIS,100,6.1NRT,305.63,158.34,D
-17.91536,126.18879,319.87,1.12,1.05,2023-10-07,117,Terra,MODIS,32,6.1NRT,303.06,7.47,D
-17.91386,123.89867,361.45,1.51,1.21,2023-10-07,117,Terra,MODIS,100,6.1NRT,308.04,138.67,D
-17.90668,123.36708,325.19,1.65,1.26,2023-10-07,117,Terra,MODIS,58,6.1NRT,303.85,26.24,D
-17.90538,123.36047,323.78,1.65,1.26,2023-10-07,117,Terra,MODIS,57,6.1NRT,303.64,21.9,D
-17.89873,138.63652,324.71,4.22,1.9,2023-10-07,117,Terra,MODIS,73,6.1NRT,306.15,68.56,D
-17.89313,126.14519,333.81,1.12,1.06,2023-10-07,117,Terra,MODIS,82,6.1NRT,306.57,22.48,D
-17.89152,126.13475,337.04,1.12,1.06,2023-10-07,117,Terra,MODIS,85,6.1NRT,307.08,27.91,D
-17.88537,126.15723,324.11,1.12,1.06,2023-10-07,117,Terra,MODIS,52,6.1NRT,307.07,8.47,D
-17.8852,138.63086,344.19,4.22,1.9,2023-10-07,117,Terra,MODIS,91,6.1NRT,308.54,299.18,D
-17.88177,138.59169,332.57,4.19,1.9,2023-10-07,117,Terra,MODIS,82,6.1NRT,304.95,147.41,D
-17.88173,138.63805,334.48,4.22,1.9,2023-10-07,117,Terra,MODIS,84,6.1NRT,308.74,166.5,D
-17.87805,138.59889,337.95,4.19,1.9,2023-10-07,117,Terra,MODIS,87,6.1NRT,305.23,204.76,D
-17.87693,126.34908,331.01,1.1,1.05,2023-10-07,117,Terra,MODIS,71,6.1NRT,306.56,17.2,D
-17.87599,126.15884,327.75,1.12,1.06,2023-10-07,117,Terra,MODIS,74,6.1NRT,306.48,12.31,D
-17.87533,126.33888,362.33,1.1,1.05,2023-10-07,117,Terra,MODIS,100,6.1NRT,309.08,88.97,D
-17.87437,126.14843,325.1,1.12,1.06,2023-10-07,117,Terra,MODIS,57,6.1NRT,306.69,8.63,D
-17.85818,136.72346,343.77,3.02,1.65,2023-10-07,117,Terra,MODIS,91,6.1NRT,309.62,177.64,D
-17.85532,136.69543,347.35,3,1.65,2023-10-07,117,Terra,MODIS,93,6.1NRT,308.43,218.48,D
-17.81391,136.72804,335.38,3.02,1.65,2023-10-07,117,Terra,MODIS,54,6.1NRT,310.68,103.21,D
-17.79642,136.70164,341.39,3,1.65,2023-10-07,117,Terra,MODIS,76,6.1NRT,309.17,148.66,D
-17.79574,136.70724,337.46,3,1.65,2023-10-07,117,Terra,MODIS,37,6.1NRT,309.43,112.98,D
-17.79368,136.67375,336.06,2.99,1.64,2023-10-07,117,Terra,MODIS,55,6.1NRT,306.46,118.34,D
-17.79281,136.67937,343.15,2.99,1.64,2023-10-07,117,Terra,MODIS,76,6.1NRT,307.47,169.83,D
-17.78615,123.88573,335.46,1.52,1.22,2023-10-07,117,Terra,MODIS,83,6.1NRT,302.87,42.49,D
-17.78379,123.8716,339.62,1.53,1.22,2023-10-07,117,Terra,MODIS,88,6.1NRT,299.06,57.1,D
-17.78351,126.09505,329.67,1.13,1.06,2023-10-07,117,Terra,MODIS,77,6.1NRT,307.81,17.19,D
-17.779,136.67537,341.87,2.99,1.64,2023-10-07,117,Terra,MODIS,62,6.1NRT,309.54,156.94,D
-17.77812,136.68094,340.12,2.99,1.64,2023-10-07,117,Terra,MODIS,55,6.1NRT,310.3,138.45,D
-17.77535,123.88766,325,1.52,1.22,2023-10-07,117,Terra,MODIS,57,6.1NRT,304.44,19.63,D
-17.77298,123.87354,399.19,1.53,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,309.75,440.81,D
-17.7706,123.85936,369.09,1.53,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,301,193.43,D
-17.76217,123.8755,369.29,1.53,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.34,190.26,D
-17.76058,136.65479,353.52,2.97,1.64,2023-10-07,117,Terra,MODIS,90,6.1NRT,307.79,278.19,D
-17.75977,123.86132,388.17,1.53,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,306.37,335.27,D
-17.75136,123.87746,340.23,1.53,1.22,2023-10-07,117,Terra,MODIS,88,6.1NRT,302.97,60.37,D
-17.74895,123.86331,359,1.53,1.22,2023-10-07,117,Terra,MODIS,99,6.1NRT,303.43,137.04,D
-17.74591,136.65628,356.89,2.97,1.64,2023-10-07,117,Terra,MODIS,98,6.1NRT,310.92,309.96,D
-17.7431,136.62872,352.38,2.96,1.64,2023-10-07,117,Terra,MODIS,85,6.1NRT,307.19,268.95,D
-17.73125,136.65776,343.64,2.97,1.64,2023-10-07,117,Terra,MODIS,82,6.1NRT,310.4,163.13,D
-17.73042,136.66472,337.11,2.97,1.64,2023-10-07,117,Terra,MODIS,57,6.1NRT,310.93,105.02,D
-17.72746,136.63724,344.03,2.96,1.64,2023-10-07,117,Terra,MODIS,66,6.1NRT,307.52,178.12,D
-17.72256,126.48202,321.34,1.09,1.04,2023-10-07,117,Terra,MODIS,56,6.1NRT,305.57,6.91,D
-17.6992,136.63318,343.83,2.96,1.64,2023-10-07,117,Terra,MODIS,77,6.1NRT,310,180.76,D
-17.69818,136.64014,339.76,2.96,1.64,2023-10-07,117,Terra,MODIS,67,6.1NRT,310.68,139.25,D
-17.68706,126.49802,323.06,1.09,1.04,2023-10-07,117,Terra,MODIS,64,6.1NRT,305.54,8.33,D
-17.68354,136.6416,338.33,2.96,1.64,2023-10-07,117,Terra,MODIS,66,6.1NRT,309.21,123.57,D
-17.68324,126.35219,326.9,1.1,1.05,2023-10-07,117,Terra,MODIS,72,6.1NRT,306.16,13.01,D
-17.68074,126.45773,329.72,1.09,1.04,2023-10-07,117,Terra,MODIS,77,6.1NRT,304.81,18.37,D
-17.6689,136.64305,373.47,2.96,1.64,2023-10-07,117,Terra,MODIS,100,6.1NRT,313.84,553.25,D
-17.66766,126.47704,331.78,1.09,1.04,2023-10-07,117,Terra,MODIS,70,6.1NRT,305.69,19.1,D
-17.66623,123.85481,323.99,1.54,1.22,2023-10-07,117,Terra,MODIS,37,6.1NRT,303.21,13.87,D
-17.6661,126.46685,325.71,1.09,1.04,2023-10-07,117,Terra,MODIS,40,6.1NRT,304.7,11.45,D
-17.66605,136.61548,382.49,2.94,1.63,2023-10-07,117,Terra,MODIS,100,6.1NRT,309.81,730.74,D
-17.66453,126.45663,326.73,1.1,1.04,2023-10-07,117,Terra,MODIS,72,6.1NRT,304.36,14.18,D
-17.65427,136.64458,330.28,2.96,1.64,2023-10-07,117,Terra,MODIS,46,6.1NRT,308.97,82.16,D
-17.65145,136.61697,349.28,2.94,1.63,2023-10-07,117,Terra,MODIS,94,6.1NRT,308.63,239.17,D
-17.64866,136.5898,327.25,2.93,1.63,2023-10-07,117,Terra,MODIS,76,6.1NRT,304,80.7,D
-17.63964,136.64615,328.38,2.96,1.64,2023-10-07,117,Terra,MODIS,58,6.1NRT,308.03,79.06,D
-17.6384,136.6519,322.73,2.96,1.64,2023-10-07,117,Terra,MODIS,70,6.1NRT,307.07,53.98,D
-17.63687,136.6187,375.24,2.94,1.63,2023-10-07,117,Terra,MODIS,100,6.1NRT,310.41,601.46,D
-17.63543,136.62448,352.72,2.94,1.63,2023-10-07,117,Terra,MODIS,96,6.1NRT,308.95,284.75,D
-17.63412,136.59158,362.07,2.93,1.63,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.68,401.18,D
-17.63249,136.59738,368.3,2.93,1.63,2023-10-07,117,Terra,MODIS,100,6.1NRT,307.95,488.27,D
-17.63138,136.56456,331.42,2.91,1.63,2023-10-07,117,Terra,MODIS,81,6.1NRT,303.12,110.11,D
-17.62957,136.57039,337.95,2.91,1.63,2023-10-07,117,Terra,MODIS,87,6.1NRT,303.83,156.13,D
-17.62021,126.23151,329.01,1.12,1.05,2023-10-07,117,Terra,MODIS,69,6.1NRT,310.19,12.9,D
-17.61504,123.90007,342.14,1.53,1.22,2023-10-07,117,Terra,MODIS,90,6.1NRT,305.29,57.58,D
-17.60658,123.91618,342.51,1.53,1.22,2023-10-07,117,Terra,MODIS,90,6.1NRT,305.98,57.55,D
-17.60624,124.2416,323.02,1.45,1.19,2023-10-07,117,Terra,MODIS,51,6.1NRT,300.13,20.37,D
-17.60422,123.90203,390.6,1.53,1.22,2023-10-07,117,Terra,MODIS,100,6.1NRT,310.51,344.87,D
-17.60397,124.22822,321.26,1.45,1.19,2023-10-07,117,Terra,MODIS,64,6.1NRT,300.07,16.89,D
-17.60186,123.88787,346.69,1.53,1.22,2023-10-07,117,Terra,MODIS,93,6.1NRT,304.22,73.76,D
-17.59978,124.23519,345.24,1.45,1.19,2023-10-07,117,Terra,MODIS,91,6.1NRT,300.84,72.54,D
-17.59567,124.24347,337.42,1.45,1.19,2023-10-07,117,Terra,MODIS,86,6.1NRT,300.14,49.64,D
-17.59339,124.23007,344.77,1.45,1.19,2023-10-07,117,Terra,MODIS,91,6.1NRT,301.01,70.87,D
-17.5892,124.23708,355.31,1.45,1.19,2023-10-07,117,Terra,MODIS,97,6.1NRT,301.44,108.55,D
-17.58897,126.21639,324.02,1.12,1.06,2023-10-07,117,Terra,MODIS,66,6.1NRT,305.97,10.24,D
-17.58734,126.20602,325.44,1.12,1.06,2023-10-07,117,Terra,MODIS,70,6.1NRT,305.53,12.72,D
-17.57863,124.23896,336.49,1.45,1.19,2023-10-07,117,Terra,MODIS,85,6.1NRT,300.78,44.8,D
-17.56805,124.24084,342,1.45,1.19,2023-10-07,117,Terra,MODIS,89,6.1NRT,302.7,58.19,D
-17.56583,124.22741,350.09,1.46,1.19,2023-10-07,117,Terra,MODIS,94,6.1NRT,304.21,83.16,D
-17.50747,124.14,328.15,1.48,1.2,2023-10-07,117,Terra,MODIS,47,6.1NRT,304.93,22.15,D
-17.50606,124.19637,329.86,1.46,1.2,2023-10-07,117,Terra,MODIS,67,6.1NRT,305.21,23.66,D
-17.50376,124.18282,336.22,1.47,1.2,2023-10-07,117,Terra,MODIS,85,6.1NRT,305.72,38.31,D
-17.50245,124.20355,323.18,1.46,1.2,2023-10-07,117,Terra,MODIS,29,6.1NRT,303.94,11.77,D
-17.50145,124.16919,340.16,1.47,1.2,2023-10-07,117,Terra,MODIS,88,6.1NRT,305.66,49.8,D
-17.50025,124.19,333.73,1.47,1.2,2023-10-07,117,Terra,MODIS,80,6.1NRT,304.29,33.68,D
-17.49802,124.17637,354.06,1.47,1.2,2023-10-07,117,Terra,MODIS,97,6.1NRT,305.39,100.06,D
-17.49579,124.16269,342.95,1.47,1.2,2023-10-07,117,Terra,MODIS,90,6.1NRT,304.58,62.98,D
-17.49313,124.18471,325.9,1.47,1.2,2023-10-07,117,Terra,MODIS,30,6.1NRT,303.58,16.57,D
-17.49081,124.17107,334.85,1.47,1.2,2023-10-07,117,Terra,MODIS,82,6.1NRT,303.82,37.69,D
-17.48848,124.15742,332.79,1.47,1.2,2023-10-07,117,Terra,MODIS,77,6.1NRT,303.09,34.81,D
-17.48514,124.16458,325.92,1.47,1.2,2023-10-07,117,Terra,MODIS,67,6.1NRT,302.91,22.11,D
-17.4829,124.15091,325.5,1.48,1.2,2023-10-07,117,Terra,MODIS,63,6.1NRT,301.44,21.94,D
-17.4461,124.42553,321.14,1.42,1.18,2023-10-07,117,Terra,MODIS,53,6.1NRT,302.48,10.76,D
-17.44303,124.43347,339.36,1.42,1.18,2023-10-07,117,Terra,MODIS,87,6.1NRT,303.89,50.75,D
-17.44082,124.42037,374.13,1.42,1.18,2023-10-07,117,Terra,MODIS,100,6.1NRT,305.94,198.1,D
-17.43804,125.72106,325.22,1.19,1.09,2023-10-07,117,Terra,MODIS,42,6.1NRT,307.22,10.99,D
-17.43631,125.71011,324.22,1.19,1.09,2023-10-07,117,Terra,MODIS,54,6.1NRT,306.24,10.57,D
-17.43564,124.4274,388.78,1.42,1.18,2023-10-07,117,Terra,MODIS,100,6.1NRT,308.87,299.15,D
-17.4335,124.41429,357.2,1.42,1.18,2023-10-07,117,Terra,MODIS,98,6.1NRT,304.32,108.72,D
-17.42518,124.42926,336.29,1.42,1.18,2023-10-07,117,Terra,MODIS,84,6.1NRT,305.74,38.07,D
-17.42303,124.41611,357.69,1.42,1.18,2023-10-07,117,Terra,MODIS,98,6.1NRT,306.37,108.57,D
-17.40239,130.63808,326.71,1.13,1.06,2023-10-07,117,Terra,MODIS,72,6.1NRT,309.46,12.77,D
-17.38952,127.93555,326.37,1.01,1,2023-10-07,117,Terra,MODIS,32,6.1NRT,305.73,11.14,D
-17.38284,124.36888,338.03,1.43,1.18,2023-10-07,117,Terra,MODIS,82,6.1NRT,302.83,46.2,D
-17.3806,127.93697,324.76,1.01,1,2023-10-07,117,Terra,MODIS,27,6.1NRT,306.73,9.62,D
-17.36404,124.38585,338.59,1.43,1.18,2023-10-07,117,Terra,MODIS,86,6.1NRT,303.74,49.1,D
-17.32581,127.94246,324.29,1.01,1,2023-10-07,117,Terra,MODIS,67,6.1NRT,305.27,9.32,D
-17.31347,127.98247,331.78,1.01,1,2023-10-07,117,Terra,MODIS,76,6.1NRT,306.1,17.96,D
-17.30454,127.98387,325.13,1.01,1,2023-10-07,117,Terra,MODIS,51,6.1NRT,306.86,10.86,D
-17.2932,130.72417,329.29,1.13,1.06,2023-10-07,117,Terra,MODIS,63,6.1NRT,310.81,16.14,D
-17.26714,130.71223,332.52,1.13,1.06,2023-10-07,117,Terra,MODIS,79,6.1NRT,311.26,20.29,D
-17.24517,137.65675,320.8,3.49,1.76,2023-10-07,117,Terra,MODIS,53,6.1NRT,302.47,38.52,D
-17.24496,127.70634,328.48,1.02,1.01,2023-10-07,117,Terra,MODIS,74,6.1NRT,304.9,15.56,D
-17.24355,127.69694,322.75,1.02,1.01,2023-10-07,117,Terra,MODIS,61,6.1NRT,305.83,8.81,D
-17.24108,127.8029,323.83,1.01,1.01,2023-10-07,117,Terra,MODIS,53,6.1NRT,304.14,9.74,D
-17.23963,137.65092,323.04,3.49,1.76,2023-10-07,117,Terra,MODIS,51,6.1NRT,302.31,48.83,D
-17.23408,127.75611,331.01,1.01,1.01,2023-10-07,117,Terra,MODIS,78,6.1NRT,304.14,19.81,D
-17.22536,127.76357,333.17,1.01,1.01,2023-10-07,117,Terra,MODIS,80,6.1NRT,306.11,20.7,D
-17.17129,127.95374,319.87,1.01,1,2023-10-07,117,Terra,MODIS,48,6.1NRT,304.96,6.82,D
-17.10943,127.78838,324.88,1.01,1.01,2023-10-07,117,Terra,MODIS,68,6.1NRT,307.06,8.45,D
-17.09095,127.84874,324.7,1.01,1.01,2023-10-07,117,Terra,MODIS,32,6.1NRT,307.86,8.6,D
-17.0848,127.86886,322.67,1.01,1,2023-10-07,117,Terra,MODIS,38,6.1NRT,306.22,6.21,D
-17.0834,127.8595,325.49,1.01,1.01,2023-10-07,117,Terra,MODIS,66,6.1NRT,308.05,10.05,D
-17.07666,127.93699,325.4,1.01,1,2023-10-07,117,Terra,MODIS,48,6.1NRT,305.79,10.82,D
-17.03541,127.91132,326.3,1.01,1,2023-10-07,117,Terra,MODIS,59,6.1NRT,307.24,11.42,D
-17.03403,127.90199,324.36,1.01,1,2023-10-07,117,Terra,MODIS,36,6.1NRT,307.57,8.81,D
-17.0237,127.89406,346.81,1.01,1,2023-10-07,117,Terra,MODIS,92,6.1NRT,306.31,43.65,D
-16.81185,136.52261,328.33,2.82,1.6,2023-10-07,117,Terra,MODIS,63,6.1NRT,308.72,61.43,D
-16.80915,136.49683,347.92,2.8,1.6,2023-10-07,117,Terra,MODIS,93,6.1NRT,308.49,203.47,D
-16.80594,136.50386,355.04,2.8,1.6,2023-10-07,117,Terra,MODIS,97,6.1NRT,309.83,266.56,D
-16.80306,136.4781,337.73,2.79,1.6,2023-10-07,117,Terra,MODIS,74,6.1NRT,306.34,115.59,D
-16.79487,136.49843,336.92,2.8,1.6,2023-10-07,117,Terra,MODIS,83,6.1NRT,309.45,108.8,D
-16.77792,136.47397,337.88,2.79,1.6,2023-10-07,117,Terra,MODIS,82,6.1NRT,308.42,114.33,D
-16.77452,136.48108,333.77,2.79,1.6,2023-10-07,117,Terra,MODIS,31,6.1NRT,309.41,80.93,D
-16.7717,136.45526,334.64,2.78,1.59,2023-10-07,117,Terra,MODIS,44,6.1NRT,307.2,92.14,D
-16.76106,136.44995,339.8,2.78,1.59,2023-10-07,117,Terra,MODIS,72,6.1NRT,309.85,128.14,D
-16.75748,136.45697,336.49,2.78,1.59,2023-10-07,117,Terra,MODIS,24,6.1NRT,311.47,99.53,D
-16.75471,136.43138,340.72,2.76,1.59,2023-10-07,117,Terra,MODIS,74,6.1NRT,306.92,135.75,D
-16.74554,136.61656,326.09,2.86,1.61,2023-10-07,117,Terra,MODIS,42,6.1NRT,309.35,45.7,D
-16.74499,136.75174,325.52,2.93,1.63,2023-10-07,117,Terra,MODIS,51,6.1NRT,308.8,48.13,D
-16.74219,136.72467,341.32,2.91,1.63,2023-10-07,117,Terra,MODIS,89,6.1NRT,307.77,156.13,D
-16.74038,136.73041,339.76,2.91,1.63,2023-10-07,117,Terra,MODIS,87,6.1NRT,307.84,142.18,D
-16.71479,136.46178,332.13,2.78,1.59,2023-10-07,117,Terra,MODIS,45,6.1NRT,307.97,74.43,D
-16.69667,130.31502,323.18,1.08,1.04,2023-10-07,117,Terra,MODIS,41,6.1NRT,308.62,7.96,D
-16.69378,136.8456,362.89,2.97,1.64,2023-10-07,117,Terra,MODIS,100,6.1NRT,305.07,399.78,D
-16.69087,136.81807,328.23,2.96,1.64,2023-10-07,117,Terra,MODIS,72,6.1NRT,302.11,69.21,D
-16.68743,130.31624,324.91,1.08,1.04,2023-10-07,117,Terra,MODIS,59,6.1NRT,309.19,10.64,D
-16.68633,136.46489,321.47,2.78,1.59,2023-10-07,117,Terra,MODIS,25,6.1NRT,307.69,30.15,D
-16.68269,136.47084,320.8,2.78,1.59,2023-10-07,117,Terra,MODIS,35,6.1NRT,308.38,27.78,D
-16.67911,136.84702,337.99,2.97,1.64,2023-10-07,117,Terra,MODIS,86,6.1NRT,305,134.11,D
-16.67625,136.81964,375.13,2.96,1.64,2023-10-07,117,Terra,MODIS,100,6.1NRT,306.59,591.09,D
-16.66165,136.82146,331.1,2.96,1.64,2023-10-07,117,Terra,MODIS,79,6.1NRT,304.67,88.6,D
-16.66048,136.82849,327.72,2.96,1.64,2023-10-07,117,Terra,MODIS,25,6.1NRT,305.04,62.51,D
-16.65879,136.79379,328.52,2.94,1.63,2023-10-07,117,Terra,MODIS,76,6.1NRT,302.15,74.87,D
-16.65746,136.80116,334.77,2.94,1.63,2023-10-07,117,Terra,MODIS,79,6.1NRT,302.71,109.89,D
-16.64704,136.82317,326.95,2.96,1.64,2023-10-07,117,Terra,MODIS,73,6.1NRT,304.08,65.25,D
-16.60681,123.94424,328.6,1.58,1.24,2023-10-07,117,Terra,MODIS,59,6.1NRT,305.9,24.16,D
-16.59585,123.94635,327.78,1.58,1.24,2023-10-07,117,Terra,MODIS,69,6.1NRT,304.36,24.11,D
-16.59341,123.93174,324.5,1.58,1.24,2023-10-07,117,Terra,MODIS,39,6.1NRT,303.8,15.51,D
-16.59097,123.91705,325.91,1.59,1.24,2023-10-07,117,Terra,MODIS,51,6.1NRT,303.41,17.74,D
-16.44192,130.40067,352.59,1.08,1.04,2023-10-07,117,Terra,MODIS,95,6.1NRT,312.86,59.89,D
-16.43267,130.40195,336.02,1.08,1.04,2023-10-07,117,Terra,MODIS,83,6.1NRT,313.42,23.88,D
-16.42884,130.44327,325.94,1.08,1.04,2023-10-07,117,Terra,MODIS,54,6.1NRT,311.18,10.81,D
-16.42749,130.43324,327.01,1.08,1.04,2023-10-07,117,Terra,MODIS,64,6.1NRT,310.3,11.74,D
-16.42613,130.4232,325.84,1.08,1.04,2023-10-07,117,Terra,MODIS,52,6.1NRT,310.08,9.83,D
